Text,Speaker
ooh!,joey
okay!,rachel
i like that!,joey
"joey! wow, you didn’t rip off any buttons.",phoebe
it's not my first time.,joey
"you go back out there, and you seduce her till she cracks!",monica
"okay, give me a second! did you clean up in here?",chandler
of course.,monica
"oh, you're-you're going?",chandler
"umm, not without you, lover. so, this is my bra.",phoebe
"it's very, very nice. well, come here. i'm very happy we're gonna have all the s*x.",chandler
you should be. i'm very bendy. i'm gonna kiss you now.,phoebe
not if i kiss you first.,chandler
ooh.,phoebe
"well, i guess there's nothing left for us to do but-but kiss.",chandler
here it comes. our first kiss.,phoebe
okay! okay! okay! you win! you win!! i can't have s*x with ya!,chandler
and why not?!,phoebe
because i'm in love with monica!!,chandler
you're-you're what?!,phoebe
"love her! that's right, i…love…her!!! i love her!! i love you, monica.",chandler
"i love you too, chandler.",monica
"i just—i thought you guys were doing it, i didn't know you were in love!",phoebe
so that's it! it's over! everybody knows!,joey
"well actually, ross doesn't.",monica
"yes, and we'd appreciate it if no one told him yet.",chandler
get off my sister!!!!!!!!!!!!!,ross
"central perk, phoebe, rachel, joey and ross are talking.]",break
"y’know, you’re friend’s getting married, it’s gotta change things.",phoebe
you really think it would be that different?,rachel
"how could it not be? i mean pretty soon they’re gonna be having kids, and then they’re just gonna be hanging out with other couples who have kids. and then maybe they’re gonna have to leave the city to be near a volvo dealership.",phoebe
"well, things change.",rachel
i don’t want them to move to a volvo dealership!,joey
it’ll be okay joe.,ross
"i’m sorry, i just…i like things the way they are.",joey
"hey, who's this little naked guy?",rachel
that little naked guy would be me.,ross
"aww, look at the little thing.",rachel
"yes, yes, fine, that is my pen1s. can we be grown-ups now?",ross
who are those people?,chandler
got me.,ross
"oh, that's nana, right there in the middle. 'me and the gang at java joe's'.",monica
"wow, monica, you look just like your grandmother. how old was she there?",rachel
"let's see, 1939... yeah, 24, 25?",monica
looks like a fun gang.,ross
"ooh, look-look-look-look-look! i got monica naked!",joey
"no-no, that would be me again.",ross
"hey, you guys!",monica
hey.,phoebe
hey.,joey
what’s going on?,chandler
"well, we were just talkin’ about you guys gettin’ married and how great it is.",rachel
"yeah, you can get a volvo. if that’s what you really want.",joey
oh that’s so sweet.,monica
so we both finished our vows.,chandler
oh!,phoebe
hey!,joey
"oh, can we read them?",rachel
"yeah, i don’t hear chandler’s and he doesn’t hear mine.",monica
okay.,rachel
okay.,phoebe
"oh, that’s beautiful.",phoebe
funny one! that’s good!,joey
"monica, will-will you marry me?",rachel
what? i don’t get it.,joey
"oh man, this is hilarious.",ross
chandler!!,monica
"don’t worry honey, we’ll make yours funnier.",chandler
"monica and chandler's, ross and joey are reading chandler’s new vows.]",break
"okay, what do you guys think?",chandler
dude!,ross
i have never known love like this.,joey
you really like it?,chandler
dude! how-how did you write this?,ross
i stole monica’s and changed the name.,chandler
you can’t do that!,ross
if he goes first he can!,joey
brian buckner & sebastian jones,teleplay by
greg malins,story by
"monica and chandler's, phoebe, monica, and rachel are sitting around the kitchen table as ross enters.]",break
hey!,ross
hey!,monica
"hey uh mon, i saw the porsche parked out front, can i get the keys? thought i’d take that bad boy out for a little spin.",ross
"wait a minute! you let ross drive the porsche and when i ask you, you say you’re the only one who’s allowed to drive it.",rachel
"yeah, well he’s my brother! and plus he drives so slow he could never hurt it.",monica
it’s a car monica! not a rocket ship!,ross
whatever ross! just replace the bulbs in the brake lights after you’re done.,monica
hey!,joey
hey!,ross
hey!,phoebe
"saw the porsche out there mon, lookin’ good. when do i get to take that baby out again?",joey
you let joey drive it?!,rachel
"i’ve never driven it! okay? not once! okay once. okay, i drive it all the time.",phoebe
"nice work everybody! so much for the y’know, ""you can drive it, but don’t tell rachel"" plan!",monica
wow! i can’t believe you lied to me.,rachel
"okay, i can fix this! okay monica, rachel thinks all you can talk about is the wedding.",phoebe
"great! well rachel, the reason why i won’t let you drive the porsche is because you’re a terrible driver. there! that wasn’t about the wedding.",monica
look rach if-if you want to go for a ride in the porsche i’ll be glad to take you for a quick spin around the block.,ross
"yeah, you got a couple hours?",joey
"central perk, rachel is there as ross enters with all his hair sticking straight up.]",break
whew! that was a brisk ride!,ross
take the top down did ya?,rachel
only way to fly.,ross
come on ross give me the keys! monica does not know what she’s talking about! i am an excellent driver!,rachel
you’re fast and irresponsible. that adds up to a bad driver.,ross
"well in high school, that added up to head cheerleader.",rachel
did you see the look that girl just gave me? huh? she must’ve seen me cruising in the bad boy.,ross
i think she’s checking out your beehive ross.,rachel
what?! give-give me a brush.,ross
gimme the keys!,rachel
no way!,ross
well no brush!,rachel
"fine! y’know what? it doesn’t matter, because, if i remember correctly, there is a comb on the floor of the bathroom.",ross
,rachel
"monica and chandler's, monica and phoebe are counting the invitations as chandler exits from the bathroom.]",break
"chandler, we still haven’t gotten an rsvp from your dad.",monica
"oh! right. umm, maybe that’s because i didn’t send him an invitation.",chandler
chandler! he’s your father; he should be at the wedding.,monica
i don’t even know the man. okay? we’re not that close. i haven’t seen him in years.,chandler
well what are you gonna do when he finds out he wasn’t even asked?!,monica
"well he doesn’t have to know! it’s not like we run in the same circles. i hang out with you guys, and he stars in a drag show in vegas.",chandler
"ooh, i think i wanna trade circles.",phoebe
"trust me, you don’t want him there either. okay? nobody is gonna be staring at the bride when the father of the groom is wearing a back-less dress.",chandler
so what! as long as he’s not wearing a white dress and a veil i don’t care.,monica
"okay, i think i need to do some shopping.",phoebe
"a street, rachel is throwing her coat into the porsche and getting in.]",break
"ahhh! ooh, nice!",rachel
my god!,rachel
what do you think you’re doing?!,ross
just washing the windshield.,rachel
there is no way i am letting you drive this car! so why don’t you just hand over the keys?,ross
oh.,rachel
"she puts the key into the ignition, which is on the left side of the steering wheel. does anyone know why that is? it’s a tradition left over from porsche’s racing history. the world’s greatest endurance race is the 24 hours of lemans. which is in france and runs for 24 hours straight from noon on saturday through the dark of night and finishes at noon on sunday. in the 60s lemans had a unique start where the drivers would actually start the race outside of the car and across the track. at the start of the race, the drivers would run across the track, get in the car, buckle up, start the car, and drive off. porsche wanted to reduce the amount of time that took. since all cars to that point had the ignition switches on the right side of the steering wheel, that required the drivers to use their right hand to grab the seat-belts, put the car in gear and start it. the driver’s left hand did nothing. porsche in order to save a few seconds in a 24-hour race; moved the ignition switches to the left side of the steering wheel so that the driver could start the car with his left hand while grabbing the seat-belts with his right hand. that’s why every porsche car built since then has the ignition on the left side of the steering wheel.}",{transcriber’s note
no ah-ah-ah! do not start this car!,ross
"look ross, if you’re so freaked out, just get in the car!",rachel
with you?! yeah right!,ross
all right.,rachel
,ross
what are you doing?! get in the front!,rachel
in the death seat?!!,ross
oh my…,rachel
"central perk, joey and phoebe are on the couch as a man enters.]",break
hey guys!,man
hey!,joey
hey sweetie!,phoebe
ready to go?,man
"yeah! sure! ooh, i left my purse up at monica’s. i’ll be right back.",phoebe
wait a minute!,man
what?,phoebe
so! you and phoebe huh? how long have you been going out?,joey
over a month.,man
"wow! maybe uh, maybe you and i ought to get to know each other a little better.",joey
"sure, i’d like that.",man
"so uh, what’s your name?",joey
it's jake.,man
"joey. hey jake, do you like the knicks?",joey
"yeah, big fan.",jake
"me too! there’s a game on tuesday, do you wanna go?",joey
yeah that would be great! let me make sure i’m not doing anything tuesday.,jake
"monica and chandler's, monica is entering from the bedroom carrying two bags of luggage.]",break
here!,monica
what’s this?,chandler
it’s your suitcase. we’re going to las vegas.,monica
are you serious?! i mean like eloping?! no more stupid wedding stuff?! no more these flowers or these flowers or these flowers—think of the money we’ll save!! we’re not eloping. i love the flowers. can our wedding be bigger please?,chandler
"we’re going to las vegas to see your dad. it’s time you two talked, and i want to get to know my father-in-law.",monica
y’know we already went over this and i won!,chandler
"no you didn’t. oh and honey, just so you know, now that you’re marrying me, you don’t get to win anymore.",monica
look forget it okay? i don’t want to go. i don’t want to see him. i don’t wanna.,chandler
"chandler, look i-i know that your dad embarrassed you. i know…",monica
"no-no all kids are embarrassed by their parents, you’d have to come up with a whole new word for what i went through. when i was in high school, he used to come to all of my swim meets dressed as a different hollywood starlet. y’know it’s hard enough to be fourteen. you’re skinny. you’re wearing speedos—that your mom promised that you would grow into! and you look up into the stands and there’s your dad cheering you on dressed as carmen miranda. he was wearing a headdress with real fruit that he will later hand out to your friends as a healthy snack!",chandler
"hey, the point is that he was at every one of your swim meets and he was there cheering you on! okay? that’s a, that’s a pretty great dad.",monica
he had s*x with mr. garibaldi!,chandler
who’s mr. garibaldi?,monica
does it matter?!,chandler
"chandler, you’re not fourteen anymore. okay? maybe it’s time that you let that stuff go. if your father’s not at your wedding…you’re gonna regret it for the rest of your life.",monica
"yeah o-okay, but i’m just doing this for you.",chandler
yes!,monica
so i really never get to win anymore?,chandler
how much did ever really win before?,monica
"central perk, phoebe is there as joey enters.]",break
pheebs!,joey
hey!,phoebe
"listen, you know how uh, when you’re wearing pants and you lean forward i check out your underwear?",joey
yeah!,phoebe
"well, when jake did it i saw that…he was wearing women’s underwear!",joey
i know. they were mine.,phoebe
"oh. no! no wait, that’s weird!",joey
"no, it’s not! we were just goofing around and i dared him to try them on.",phoebe
that’s weird!,joey
i’m wearing his briefs right now.,phoebe
that’s…kinda hot.,joey
i think so too. and that little flap? great for holding my lipstick.,phoebe
"yeah, i wouldn’t know about that.",joey
and! y’know what jake says? that women’s underwear is actually more comfortable. and he loves the way the silk feels against his skin.,phoebe
"yeah well next thing you know, he’ll be telling you that your high heels are good for his posture!",joey
there is nothing wrong with jake! okay? he is all man! i’m thinking even more than you.,phoebe
"oh yeah, he looked like a real lumberjack in those pink lacys.",joey
i’m just saying that only a man completely secure with his masculinity could walk around in women’s underwear! i don’t think you could ever do that.,phoebe
hey! i am secure with my masculinity.,joey
"okay, whatever.",phoebe
"you’ve seen my huge stack of p0rn, right?",joey
"the porsche, rachel is driving along a highway and ross has finally moved to the death seat and is terrified.]",break
god. i forgot how much i love driving. i have got to get my license renewed.,rachel
you don’t have a valid driver’s license—okay that is it! pull over right now!,ross
"oh ross you’re so tense! you just gotta relax, okay? just need to relax all right? just need to relax…",rachel
what-what are you doing?! are you—okay that’s not funny! just stop horsing around!,ross
"i am not horsing around, okay? i am porsching around.",rachel
uh-oh.,rachel
"okay, stay calm. nothing is going to happen to you, you are not in that much trouble.",ross
really? you think so?,rachel
i was talking to myself! you’re going down!,ross
"las vegas, we have the typical glamour shots of vegas and the strip before we arrive at 4 queens bar, where chandler and monica are sitting at a table waiting for the show to start.",break
has someone taken your order yet?,a waiter in drag
"uh oh yeah, she did. uh, he did. i’m-i’m sorry i’m new. i don’t…",monica
hm-mmm?,waiter in drag
"yeah, i just ordered a beer!",chandler
you’re straight. i get it.,waiter in drag
i still say that if we had called your dad we coulda gotten better seats.,monica
"no! no! i don’t want him to know we’re here yet! i’m not sure i’m ready for that. and besides, he’s not gonna be too happy to see me either.",chandler
why not?!,monica
"i don’t know if i’ve told you this, but he’s kinda tried to get in contact with me a lot over the last few years",chandler
what?!,monica
"yeah, he’s made phone calls, written letters, he even came to new york, but i always said i was too busy to see him. y’know it’s all very cats in the cradle—i don’t want to get into it. here we go.",chandler
ladies and gentlemen please welcome the incomparable helena handbasket!,announcer
hello darlings.,helena
and there’s daddy!,chandler
"the porsche, they have pulled over and are waiting for the cop to come talk to them.]",break
"okay. switch places with me! switch places with me! come on! i’ll go under, you go over!",rachel
"yeah, i’ll get right on that.",ross
oh come on ross!!,rachel
"no rach! come on! no-no! yeah, i’m sure we won’t get arrested for this.",ross
"hi officer, was i going a little too fast?",rachel
oh my god.,ross
can i see your license please?,policeman
"oh yes, absolutely! y’know, it’s weird uh, but i had a dream last night where i was stopped by a policeman. and then he uh…well i probably shouldn’t tell you the rest.",rachel
your license?,policeman
"yes. here you go officer uh, handsome.",rachel
that’s hanson.,policeman
"oops sorry, my mistake.",rachel
dear lord!!,ross
wow!,policeman
here it comes.,ross
this is a great picture.,policeman
"really?! you think so? y’know, i had just rolled out of bed.",rachel
yeah? well you look phenomenal.,policeman
"well she should, it was taken ten years ago!",ross
y’know you’re-you’re probably wondering about the old date on there.,rachel
yes i am.,policeman
yeah.,rachel
"you’re an aquarius, huh?",policeman
i bet you’re a gemini.,rachel
nope.,policeman
taurus?,rachel
nope.,policeman
virgo?,rachel
nope.,policeman
sagittarius?,rachel
yep.,policeman
"i knew it! i knew it, ahh….",rachel
well i tell you what…,policeman
yeah?,rachel
you’re not gonna speed anymore right?,policeman
i won’t speed.,rachel
and you promise you’ll get this taken care of right away?,policeman
i promise.,rachel
and in the meantime you better let him drive. does he have a license?,policeman
yeah!,rachel
can he handle the stick?,policeman
oh well…,rachel
i can handle the stick!!,ross
"4 queens club, helena handbasket is singing.]",break
i feel pretty. oh so pretty. i feel pretty and witty and…,helena
gay!,all
that can’t be your father.,monica
"believe me, i’ve been saying that for years. oh my god!",chandler
what?,monica
that’s mr. garibaldi playing the piano.,chandler
,helena
he’s coming into the audience. he’s coming into the audience.,chandler
relax! you’ll be fine. oh much better. you’re invisible now.,monica
where are you from?,helena
bakersfield.,guy
i’m sorry?,helena
bakersfield!,guy
no-no i heard! i’m just sorry.,helena
it can’t happen like this. okay? i’ll meet you back at the hotel.,chandler
,helena
"can we have our drinks please?! waiter—uh, tress!",monica
"central perk, phoebe is sitting on the couch as joey enters strutting.]",break
hey pheebs!,joey
hey!,phoebe
check it out. how much of a man am i?!,joey
wow! nice! manly and also kind of a slut.,phoebe
"y’know, i’m beginning to see what jake was talking about.",joey
uh-huh.,phoebe
the silk? feels really good!,joey
huh.,phoebe
yeah! and-and things aren’t as…smashed down as i thought they were gonna be.,joey
that’s great joe!,phoebe
yeah! and you have so many more choices than you do with men’s underwear!,joey
uh-huh.,phoebe
"bikini, french cut, thong! and-and the fabrics! you’ve got cotton, silk, lace! and y’know what i’ve always wondered about?",joey
hmm?,phoebe
pantyhose! y’know? the way they start at your toe and go all the way up to here… i should go take these off shouldn’t i?,joey
i think it’s important that you do.,phoebe
"4 queens club, scene continued from earlier.]",break
so what’s your name?,helena
,chandler
chandler? what an unusual name! you must’ve had terribly fascinating parents.,helena
"oh, they’re a hoot.",chandler
and who is your friend?,helena
i’m-i’m monica.,monica
monica! where are you from?,helena
new york.,monica
i’m not very fond of new york. queens i like. honey! huh?,helena
actually monica and i are engaged.,chandler
really?! congratulations. when’s the big day?,helena
in…in two weeks.,monica
so you’re bald?,helena
wait! wait! we’d really love it if you could be there.,chandler
we?,helena
"i know it would make me happy, ma’am.",chandler
well i wouldn’t miss it for the world. oh! i’m getting all misty here! you’d think i was having my legs waxed or something.,helena
you okay?,monica
yeah. thanks for making me do this.,chandler
"before we go on with the show, i just want to say to the bride and groom how lucky they are to have found each other. in every life, a little rain must fall. fortunately, in my life… it’s raining men!",helena
hallelujah!,the chorus line
it’s raining men!,helena
amen!,the chorus line
when i was growing up i…played the one on the far left.,chandler
"the porsche, cars are whizzing by and honking their horns on both sides very quickly as ross creeps along.]",break
remind me to introduce you to someone!,rachel
who?,ross
fourth gear!!,rachel
what?! what does he want?! i wasn’t doing anything!,ross
well maybe he saw your hand slip briefly from the ten and two o’clock position.,rachel
maybe it’s uh sergeant sagittarius coming back to flirt some more!,ross
it’s a different guy!,rachel
good evening officer.,ross
do you know how fast you were traveling back there?,policeman
"ah no. i don’t, but it could not have been more than sixty.",ross
you’re right. it was 37.,policeman
i mean you’re not gonna give me a-a ticket for driving too slow are ya?,ross
that’s right.,policeman
y’know of-officer i uh…i had the weirdest dream last night…,ross
oh my god!,rachel
your license please.,policeman
you don’t-you don’t want to hear about my dream officer…pretty?,ross
it’s petty.,policeman
you have a son!,rachel
i know. i know.,ross
"central perk, joey is returning from having removed rachel’s panties.]",break
feel better?,phoebe
"yeah! much! listen uh, not that i’m y’know insecure about my manhood or anything y’know, but i think i need to hook up with a woman like right now.",joey
"yeah, i understand.",phoebe
yeah! okay! hey! hi!,joey
hi!,woman
"y’know, you look familiar. do i know you from somewhere?",joey
i don’t think so.,woman
oh! maybe it’s because i’m on television. i’m an actor on days of our lives.,joey
wow!,woman
yeah.,joey
really?!,woman
hm-mmm.,joey
$4.50 please.,waitress
"oh, let me get this. these are for you.",joey
greg malins,part i written by
david crane & marta kauffman,part ii written by
eric aasen,parts i & ii transcribed by
"central perk, everyone is there.]",break
do you realize this is probably the last time we’ll all be here in the coffee house as six single people?,monica
why?! what’s happening to the coffee house?!,phoebe
yep! from now on its gonna be the four of you guys and me and the mrs. the little woman. the wife. the old ball and chain.,chandler
old?,monica
the young hot ball and chain.,chandler
that’s much better.,monica
,rachel
"oh, where are you guys going?",ross
"we’re gonna pick up the wedding dress, then we’re gonna have lunch with mom.",monica
"ah. joey, you’re-you’re having lunch with my mom?",ross
"no, i-i just heard lunch. but yeah, i can go. sure!",joey
"y’know what? actually i’m kinda glad they’re leaving ‘cause uh, i need to talk to you about something.",ross
what’s up?,chandler
"well this uh, this may be a little awkward.",ross
"listen, if you want to borrow money, its kind of a bad time. i’m buying dinner for 128 people tomorrow night.",chandler
"no, its…its not that. umm, now what i’m going to say to you, i’m not saying as your friend. okay? i’m-i’m saying as it as monica’s older brother.",ross
but you’re still my friend?,chandler
not for the next few minutes.,ross
"during this time…are you, are you still my best man?",chandler
nope.,ross
do i still call you ross?,chandler
"okay! you guys are getting married tomorrow and-and i couldn’t be more thrilled for both of you, but as monica’s older brother i-i have to tell you this. if you ever hurt my little sister, if you ever cause her any unhappiness of any kind, i will hunt you down and kick your ass! come—hey! dude! stop it! okay? i’m-i’m not kidding here!",ross
"hey, i hear what your saying, okay? and, thanks for the warning.",chandler
no problem.,ross
so are we…friends again?,chandler
yeah.,ross
okay. you won’t believe what monica’s older brother just said to me!,chandler
"monica and chandler's, the girls are having breakfast.]",break
what‘cha doing mon?,rachel
"i’m making a list of all the things that are most likely to go wrong at the wedding. now, that way i can be prepared.",monica
what are they?,phoebe
"well, so far i have uh, my bridesmaids' dresses won’t get picked up, my veil gets lost, or i don’t have my something blue.",monica
hey! those are all the things i’m responsible for!,rachel
i had to go with the odds rach.,monica
hey! you guys! remember that audition i had a while ago and didn’t get the part?,joey
the commercial?,rachel
no!,joey
that play?,phoebe
no!,joey
that other play?,monica
nooo!,joey
the movie?,phoebe
yes!!,joey
ohh!,phoebe
"yes, that’s the one about the soldiers who fight in world war i!",joey
"oh, yeah! back then y’know, we called it the great war. it really was!",phoebe
"well anyway, the guy they wanted backed out and now they want me! i start shooting today!",joey
congratulations!,phoebe
oh that’s great!,rachel
wait! wait! wait! you can’t start today! today’s the rehearsal dinner!,monica
"oh no, i’ll be done by then.",joey
"oh. well then way to go, you big movie star!",monica
"i know! all right, i’ll see you guys over there! i’m off to fight the nazis.",joey
"oh, wait joey! we fought the nazis in world war ii, not world war i.",rachel
"whoa! okay. yeah well, who-who was in world war i?",joey
go ahead.,phoebe
you’re gonna be late! go! go!,rachel
who did we fight in world war i?,monica
mexico?,rachel
yes! very good.,phoebe
"pier 59 studios, joey is in costume and standing at the craft services table. he checks his pockets and finds some prop coins in a pouch, which he replaces with some cookies.]",break
hey joey! we’re ready.,the assistant director
yeah! me too.,joey
"joey tribbiani? this is richard crosby, he’s playing vincent.",the assistant director
i’m doing my scenes with you?,joey
nice to meet you joey.,richard
wow! i can’t believe this! this is incredible. i mean you just won an oscar!,joey
no i didn’t.,richard
i think you did.,joey
i think i lost. three times.,richard
uh…cookie?,joey
"okay! we’re about an hour away from getting the scene lit. so uh, if you guys don’t mind, can we run it a couple of times?",director
"yeah, sure.",richard
"okay, all right. let’s do it. and…action!",director
we have to find the rest of the platoon!,joey
forget the platoon! the platoon is gone!,richard
what?!,joey
the platoon is dead! face facts tony!,richard
so what are we gonna do?! we have no reinforcements! no-no food!,joey
"no, we still have food in the basement! i saw potatoes and some dry pasta!",richard
"hang on a minute! joey, you keep touching your face. is something wrong?",director
,joey
i don’t think so. let’s take it back to richard’s last line. action!,director
"we may not have any weapons, but we still have food. in the basement i saw potatoes and some dry pasta, and a few tins of tuna!",richard
"monica and chandler's, monica is standing in the kitchen ready to leave for the rehearsal dinner.]",break
"honey, we gotta go!",monica
okay. here’s a question you never have to ask. my dad just called and wanted to know if he could borrow one of your pearl necklaces.,chandler
"i don’t have anything like that, but let me go see if rachel does.",monica
"yes, include more people in this.",chandler
"hey, do you realize that at this time tomorrow we’ll be getting married?",monica
wait a minute! i have a date tomorrow night.,chandler
"i just, i can’t believe that we made it!",monica
well you don’t have to sound so surprised.,chandler
i’m sorry but…nothing.,monica
what?,chandler
well…honestly ever since we got engaged i have been waiting for something to.. to flip you out.,monica
honestly? me too.,chandler
really?,monica
yeah. y’know i keep thinking that something stupid is gonna come up and i’ll go all…chandler. but nothing has.,chandler
"ohh, i’m so glad. thank you so much for staying so calm during this. i mean it’s really, it’s made me stay calm. i coulda been worse!",monica
okay. i’ll be right there.,chandler
"hi! if you’re calling before saturday, you’ve reached monica and chandler. but if you’re calling after saturday, you’ve reached mr. and mrs. bing! please leave a message for the bings!",monica
"the rehearsal dinner, chandler and monica are greeting guests as they arrive. a woman enters.]",break
"hey maureen! gosh! hey uh, chandler? this is my cousin maureen.",monica
we’re the bings.,chandler
hi! oh you guys look so beautiful!,rachel
mr. and mrs. bing!,chandler
"wow monica! hey, just so you know i had my uh, older brother chat with chandler.",ross
what is that?,monica
well i…i told him that if he ever hurt you i would hunt him down and kick his ass!,ross
"ross, please! my make-up!",phoebe
hi.,chandler
chandler!,mrs. bing
mom. thanks for wearing something.,chandler
oh honey! this is so exciting! i thought we screwed you up so bad this day would never come. oh and just think. soon there’ll be lots of little bings.,mrs. bing
"mrs. bing? here, these are my parents umm, judy and jack geller.",monica
it’s lovely to meet you.,mrs. geller
so are you his mother or his father?,mr. geller
jack!,mrs. geller
what?! i’ve never seen one before!,mr. geller
"dad! there’s ross , why don’t you go talk to him?",monica
i didn’t even have a chance to act as though i’m okay with it!,mr. geller
hello all!,mr. bing
hi…dad.,chandler
hi mr.…bing.,monica
nora!,mr. bing
charles.,mrs. bing
it-it’s so great to see you both here.,monica
"yes! although, i think we may be seeing a little too much of some people. aren’t you a little old to be wearing a dress like that?",mr. bing
don’t you have a little too much pen1s to be wearing a dress like that?,mrs. bing
oh my god!,chandler
…of course you can kick his ass son.,mr. geller
you could kick anyone’s ass you want to.,mrs. geller
thanks you guys.,ross
"oh, rach! rach! umm hey, could you do me a favor and would you talk to chandler’s dad and try to keep him away from chandler’s mom?",monica
yeah! but i don’t know what he looks like!,rachel
he is the man in the black dress.,monica
man in the black dress… hi! i’m rachel! i’m a friend of monica and chandler’s!,rachel
i’m amanda.,woman
oh i get it! a…man…duh!,rachel
can i have everyone’s attention please? i’m uh; i’m ross geller.,ross
doctor ross geller.,mr. geller
"dad…dad, please! as i was saying umm, i’m dr. ross geller. uhh, and i’m the best man. and uh, this marriage is doubly special for me umm, because not only is the groom my best friend but uh, the bride is my little sister. and, she’s the greatest sister a guy could ask for. so if you’d all please join me in raising a glass to the, the couple we’re here to celebrate. to the bings.",ross
to the bings!,all
"monica and chandler's, monica, phoebe, and rachel are in the kitchen.]",break
"all right, i’m gonna go steam my wedding dress okay? who wants the responsibility of making sure nothing happens to it?",monica
i’ll do it.,rachel
who wants it? anybody?,monica
i said i’ll do it!,rachel
"nobody wants to do it? all right, i’ll do it myself.",monica
monica! i’m not gonna screw it up!,rachel
"y’know what? you’re right, i’m sorry. actually you were a big help tonight. yeah, and thanks for putting my grandmother in the cab and making sure she got to the hotel safely.",monica
well of course that is what i’m here for!,rachel
okay. sorry.,monica
ugh! what grandmother?,rachel
"joey and rachel's, joey is wearing sunglasses and as he exits his bedroom, ross enters the apartment.]",break
hey! where have you been?,joey
"oh, taking my parents back to the hotel.",ross
oh.,joey
what? are you going back to work?,ross
yeah.,joey
nice shades.,ross
"thanks. yeah, i figure if i wear these in my scenes at least i won’t get spit in the eyes, y’know?",joey
"and if i remember correctly, ray ban was the official sponsor of world war i!",ross
great! all right. i’ll see you later.,joey
"hey, where’s chandler?",ross
"uh, i think he’s in rachel’s room. see ya.",joey
,ross
"monica and chandler's, phoebe and rachel are in the kitchen as there is a knock on the door. rachel answers it.]",break
hey!,ross
hi!,rachel
"is uh, is monica here?",ross
"she’s steaming her dress, why? what’s up?",rachel
i think chandler’s gone.,ross
what?!,rachel
he left that.,ross
tell monica i’m sorry.,rachel
tell her yourself!,phoebe
"the hallway, ross, phoebe, and rachel are discussing the note.]",break
oh my god! chandler just left though!,phoebe
"yeah but, maybe it’s not what we think. maybe it’s tell monica i’m sorry i…drank the last of the milk.",rachel
"or maybe he-he was writing to tell her that-that he’s changed his name, y’know? tell monica i’m sorry.",phoebe
i think it means he freaked out and left!,ross
don’t be so negative! good god! isn’t it possible that sorry is sitting in there right now?!,phoebe
"okay. phoebe, i-i think ross is right. what are we gonna do?",rachel
"look—okay, i’m just gonna—i’m gonna have to go find him and bring him back! okay? you-you make sure monica does not find out, okay?",ross
okay.,rachel
"okay but if you don’t find him and bring him back, i am gonna hunt you down and kick your ass!",phoebe
"i will, i will find him.",ross
"the movie set, joey is getting his make-up touched up as richard approaches.]",break
"hey joey, could you uh, go through these lines with me?",richard
oh man! they-they just redid my make-up!,joey
just the last two pages.,richard
alright.,joey
i found the picture!,richard
picture? what picture?,joey
"could you uh, could you lower your script? i need to see your face so i can uh, play off your reaction.",richard
"okay uh, look i know you’re a great actor, okay? and you play all those shakespeare guys and stuff…",joey
"oh, thanks.",richard
but you’re spittin’ all over me man!,joey
well of course i am!,richard
you know you’ve been spitting on me?!,joey
"that’s what real actors do! annunciation is the mark of a good actor! and when you enunciate, you spit!",richard
wow! didn’t know that.,joey
great!,richard
thanks! okay-okay check it out! eh?,joey
"central perk, gunther is behind the counter as ross enters looking for chandler.]",break
"gunther have you uh, have you seen chandler?",ross
"no. no, i haven’t seen him.",gunther
oh damn!,ross
"he’s getting married tomorrow, right?",gunther
"yes. yes. don’t worry. everything’s fine. we’ll uh, we’ll see you tomorrow at the wedding.",ross
i wasn’t invited.,gunther
"well then, we’ll-we’ll see you the day after tomorrow. what-what…what you guys doing here?!",ross
"well, you kids talk about this place so much, we thought we’d see what all the fuss is about.",mr. geller
i certainly see why the girls like coming here.,mrs. geller
why?!,ross
the sexy blonde behind the counter.,mrs. geller
gunther?!,ross
your mother just added him to her list.,mr. geller
what? your-your list?,ross
"yeah, the list that—of people we’re allowed to sleep…",mrs. geller
"yes! no-no! i know, i know what the list is! mom! look if you see chandler, could you just let him know i’m looking for him?",ross
"and if you see rita moreno, let her know i’m looking for her.",mr. geller
"the movie set, richard and joey are doing a scene.]",break
action!,director
i found the picture!,richard
what picture?!,joey
the picture of my wife! in your pack!,richard
you went through my personal property?,joey
why do have a picture of paulette in your pack?!,richard
for two years!,joey
cut! wonderful!,director
great scene yeah?,joey
"oh you’re awesome! and, in that last speech? you soaked me.",richard
thanks a lot.,joey
here’s your call sheet for tomorrow.,the assistant director
"oh, i’m-i’m not working tomorrow.",joey
you are now.,the assistant director
no! no! i can’t! you gotta get me out of it! i’ve got plans!,joey
"monica and chandler's, the next morning, rachel and phoebe are eating breakfast.]",break
ross said there’s still no word from chandler.,rachel
oh man.,phoebe
oh but he did say that they found the grandmother wandering down fifth avenue.,rachel
okay. well there’s one down.,phoebe
,monica
y’know she might not even notice he’s gone.,phoebe
,monica
"god! don’t—we can’t let her start getting ready! this is too awful! oh god, but wait she’ll be in the gown and then he won’t show up and then she’s gonna have to take off the gown…",rachel
shhh! stop it! stop it rachel! you can’t do this here!,phoebe
i’m sorry. i’m sorry. it’s just…it’s just so sad!,rachel
"yeah, but you’ve got to pull yourself together! monica can’t see you like this! then she’ll know something’s wrong!",phoebe
i know. i know. oh god. there’s no tissue! can you grab me some toilet paper?,rachel
"yeah. oh, that’s gone too. this is monica’s bathroom right?!",phoebe
oh!,rachel
